date,veg_name,whole_price,retail_price,shoping_mall_price,unit
2024-06-26,Bitter Gourd,31,36 - 39,37 - 51,1kg
2024-06-26,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-06-26,Butter Beans,47,54 - 60,56 - 78,1kg
2024-06-26,Broad Beans,75,86 - 95,90 - 124,1kg
2024-06-26,Cabbage,34,39 - 43,41 - 56,1kg
2024-06-26,Carrot,42,48 - 53,50 - 69,1kg
2024-06-26,Cauliflower,24,28 - 30,29 - 40,1kg
2024-06-26,Cluster beans,40,46 - 51,48 - 66,1kg
2024-06-26,Coconut,35,40 - 44,42 - 58,1kg
2024-06-26,Colocasia Leaves,12,14 - 15,14 - 20,1kg
2024-06-26,Colocasia,30,35 - 38,36 - 50,1kg
2024-06-26,Coriander Leaves,10,12 - 13,12 - 17,1kg
2024-06-26,Corn,33,38 - 42,40 - 54,1kg
2024-06-26,Cucumber,29,33 - 37,35 - 48,1kg
2024-06-26,Curry Leaves,28,32 - 36,34 - 46,1kg
2024-06-26,Dill Leaves,13,15 - 17,16 - 21,1kg
2024-06-26,Drumsticks,70,81 - 89,84 - 116,1kg
2024-06-26,Brinjal,37,43 - 47,44 - 61,1kg
2024-06-26,Brinjal (Big),33,38 - 42,40 - 54,1kg
2024-06-26,Elephant Yam,37,43 - 47,44 - 61,1kg
2024-06-26,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-06-26,French Beans,105,121 - 133,126 - 173,1kg
2024-06-26,Garlic,249,286 - 316,299 - 411,1kg
2024-06-26,Ginger,136,156 - 173,163 - 224,1kg
2024-06-26,Onion Green,43,49 - 55,52 - 71,1kg
2024-06-26,Green Peas,45,52 - 57,54 - 74,1kg
2024-06-26,Ivy Gourd,27,31 - 34,32 - 45,1kg
2024-06-26,Lemon (Lime),100,115 - 127,120 - 165,1kg
2024-06-26,Mango Raw,38,44 - 48,46 - 63,1kg
2024-06-26,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-06-26,Mushroom,90,104 - 114,108 - 149,1kg
2024-06-26,Mustard Leaves,18,21 - 23,22 - 30,1kg
2024-06-26,Ladies Finger,44,51 - 56,53 - 73,1kg
2024-06-26,Pumpkin,21,24 - 27,25 - 35,1kg
2024-06-26,Radish,37,43 - 47,44 - 61,1kg
2024-06-26,Ridge Gourd,34,39 - 43,41 - 56,1kg
2024-06-26,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg
2024-06-26,Snake Gourd,38,44 - 48,46 - 63,1kg
2024-06-26,Sorrel Leaves,12,14 - 15,14 - 20,1kg
2024-06-26,Spinach,12,14 - 15,14 - 20,1kg
2024-06-26,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-06-27,Onion Big,47,54 - 60,56 - 78,1kg
2024-06-27,Onion Small,63,72 - 80,76 - 104,1kg
2024-06-27,Tomato,51,59 - 65,61 - 84,1kg
2024-06-27,Green Chilli,64,74 - 81,77 - 106,1kg
2024-06-27,Beetroot,42,48 - 53,50 - 69,1kg
2024-06-27,Potato,40,46 - 51,48 - 66,1kg
2024-06-27,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-27,Amaranth Leaves,11,13 - 14,13 - 18,1kg
2024-06-27,Amla,60,69 - 76,72 - 99,1kg
2024-06-27,Ash gourd,19,22 - 24,23 - 31,1kg
2024-06-27,Baby Corn,63,72 - 80,76 - 104,1kg
2024-06-27,Banana Flower,18,21 - 23,22 - 30,1kg
2024-06-27,Capsicum,50,58 - 64,60 - 83,1kg
2024-06-27,Bitter Gourd,33,38 - 42,40 - 54,1kg
2024-06-27,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-27,Butter Beans,53,61 - 67,64 - 87,1kg
2024-06-27,Broad Beans,62,71 - 79,74 - 102,1kg
2024-06-27,Cabbage,31,36 - 39,37 - 51,1kg
2024-06-27,Carrot,48,55 - 61,58 - 79,1kg
2024-06-27,Cauliflower,28,32 - 36,34 - 46,1kg
2024-06-27,Cluster beans,41,47 - 52,49 - 68,1kg
2024-06-27,Coconut,33,38 - 42,40 - 54,1kg
2024-06-27,Colocasia Leaves,16,18 - 20,19 - 26,1kg
2024-06-27,Colocasia,30,35 - 38,36 - 50,1kg
2024-06-27,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-27,Corn,31,36 - 39,37 - 51,1kg
2024-06-27,Cucumber,30,35 - 38,36 - 50,1kg
2024-06-27,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-06-27,Dill Leaves,11,13 - 14,13 - 18,1kg
2024-06-27,Drumsticks,80,92 - 102,96 - 132,1kg
2024-06-27,Brinjal,38,44 - 48,46 - 63,1kg
2024-06-27,Brinjal (Big),30,35 - 38,36 - 50,1kg
2024-06-27,Elephant Yam,36,41 - 46,43 - 59,1kg
2024-06-27,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-27,French Beans,108,124 - 137,130 - 178,1kg
2024-06-27,Garlic,232,267 - 295,278 - 383,1kg
2024-06-27,Ginger,120,138 - 152,144 - 198,1kg
2024-06-27,Onion Green,44,51 - 56,53 - 73,1kg
2024-06-27,Green Peas,47,54 - 60,56 - 78,1kg
2024-06-27,Ivy Gourd,27,31 - 34,32 - 45,1kg
2024-06-27,Lemon (Lime),97,112 - 123,116 - 160,1kg
2024-06-27,Mango Raw,40,46 - 51,48 - 66,1kg
2024-06-27,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-27,Mushroom,73,84 - 93,88 - 120,1kg
2024-06-27,Mustard Leaves,14,16 - 18,17 - 23,1kg
2024-06-27,Ladies Finger,44,51 - 56,53 - 73,1kg
2024-06-27,Pumpkin,17,20 - 22,20 - 28,1kg
2024-06-27,Radish,36,41 - 46,43 - 59,1kg
2024-06-27,Ridge Gourd,34,39 - 43,41 - 56,1kg
2024-06-27,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg
2024-06-27,Snake Gourd,32,37 - 41,38 - 53,1kg
2024-06-27,Sorrel Leaves,11,13 - 14,13 - 18,1kg
2024-06-27,Spinach,14,16 - 18,17 - 23,1kg
2024-06-27,Sweet Potato,38,44 - 48,46 - 63,1kg
2024-06-28,Onion Big,47,54 - 60,56 - 78,1kg
2024-06-28,Onion Small,63,72 - 80,76 - 104,1kg
2024-06-28,Tomato,51,59 - 65,61 - 84,1kg
2024-06-28,Green Chilli,64,74 - 81,77 - 106,1kg
2024-06-28,Beetroot,42,48 - 53,50 - 69,1kg
2024-06-28,Potato,40,46 - 51,48 - 66,1kg
2024-06-28,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-28,Amaranth Leaves,11,13 - 14,13 - 18,1kg
2024-06-28,Amla,60,69 - 76,72 - 99,1kg
2024-06-28,Ash gourd,19,22 - 24,23 - 31,1kg
2024-06-28,Baby Corn,63,72 - 80,76 - 104,1kg
2024-06-28,Banana Flower,18,21 - 23,22 - 30,1kg
2024-06-28,Capsicum,50,58 - 64,60 - 83,1kg
2024-06-28,Bitter Gourd,33,38 - 42,40 - 54,1kg
2024-06-28,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-28,Butter Beans,53,61 - 67,64 - 87,1kg
2024-06-28,Broad Beans,62,71 - 79,74 - 102,1kg
2024-06-28,Cabbage,31,36 - 39,37 - 51,1kg
2024-06-28,Carrot,48,55 - 61,58 - 79,1kg
2024-06-28,Cauliflower,28,32 - 36,34 - 46,1kg
2024-06-28,Cluster beans,41,47 - 52,49 - 68,1kg
2024-06-28,Coconut,33,38 - 42,40 - 54,1kg
2024-06-28,Colocasia Leaves,16,18 - 20,19 - 26,1kg
2024-06-28,Colocasia,30,35 - 38,36 - 50,1kg
2024-06-28,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-28,Corn,31,36 - 39,37 - 51,1kg
2024-06-28,Cucumber,30,35 - 38,36 - 50,1kg
2024-06-28,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-06-28,Dill Leaves,11,13 - 14,13 - 18,1kg
2024-06-28,Drumsticks,80,92 - 102,96 - 132,1kg
2024-06-28,Brinjal,38,44 - 48,46 - 63,1kg
2024-06-28,Brinjal (Big),30,35 - 38,36 - 50,1kg
2024-06-28,Elephant Yam,36,41 - 46,43 - 59,1kg
2024-06-28,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-28,French Beans,108,124 - 137,130 - 178,1kg
2024-06-28,Garlic,232,267 - 295,278 - 383,1kg
2024-06-28,Ginger,120,138 - 152,144 - 198,1kg
2024-06-28,Onion Green,44,51 - 56,53 - 73,1kg
2024-06-28,Green Peas,47,54 - 60,56 - 78,1kg
2024-06-28,Ivy Gourd,27,31 - 34,32 - 45,1kg
2024-06-28,Lemon (Lime),97,112 - 123,116 - 160,1kg
2024-06-28,Mango Raw,40,46 - 51,48 - 66,1kg
2024-06-28,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-28,Mushroom,73,84 - 93,88 - 120,1kg
2024-06-28,Mustard Leaves,14,16 - 18,17 - 23,1kg
2024-06-28,Ladies Finger,44,51 - 56,53 - 73,1kg
2024-06-28,Pumpkin,17,20 - 22,20 - 28,1kg
2024-06-28,Radish,36,41 - 46,43 - 59,1kg
2024-06-28,Ridge Gourd,34,39 - 43,41 - 56,1kg
2024-06-28,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg
2024-06-28,Snake Gourd,32,37 - 41,38 - 53,1kg
2024-06-28,Sorrel Leaves,11,13 - 14,13 - 18,1kg
2024-06-28,Spinach,14,16 - 18,17 - 23,1kg
2024-06-28,Sweet Potato,38,44 - 48,46 - 63,1kg
2024-06-29,Onion Big,42,48 - 53,50 - 69,1kg
2024-06-29,Onion Small,60,69 - 76,72 - 99,1kg
2024-06-29,Tomato,55,63 - 70,66 - 91,1kg
2024-06-29,Green Chilli,65,75 - 83,78 - 107,1kg
2024-06-29,Beetroot,44,51 - 56,53 - 73,1kg
2024-06-29,Potato,37,43 - 47,44 - 61,1kg
2024-06-29,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-06-29,Amaranth Leaves,14,16 - 18,17 - 23,1kg
2024-06-29,Amla,70,81 - 89,84 - 116,1kg
2024-06-29,Ash gourd,18,21 - 23,22 - 30,1kg
2024-06-29,Baby Corn,47,54 - 60,56 - 78,1kg
2024-06-29,Banana Flower,16,18 - 20,19 - 26,1kg
2024-06-29,Capsicum,47,54 - 60,56 - 78,1kg
2024-06-29,Bitter Gourd,30,35 - 38,36 - 50,1kg
2024-06-29,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-06-29,Butter Beans,50,58 - 64,60 - 83,1kg
2024-06-29,Broad Beans,66,76 - 84,79 - 109,1kg
2024-06-29,Cabbage,31,36 - 39,37 - 51,1kg
2024-06-29,Carrot,46,53 - 58,55 - 76,1kg
2024-06-29,Cauliflower,27,31 - 34,32 - 45,1kg
2024-06-29,Cluster beans,45,52 - 57,54 - 74,1kg
2024-06-29,Coconut,38,44 - 48,46 - 63,1kg
2024-06-29,Colocasia Leaves,18,21 - 23,22 - 30,1kg
2024-06-29,Colocasia,28,32 - 36,34 - 46,1kg
2024-06-29,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-06-29,Corn,31,36 - 39,37 - 51,1kg
2024-06-29,Cucumber,30,35 - 38,36 - 50,1kg
2024-06-29,Curry Leaves,26,30 - 33,31 - 43,1kg
2024-06-29,Dill Leaves,10,12 - 13,12 - 17,1kg
2024-06-29,Drumsticks,120,138 - 152,144 - 198,1kg
2024-06-29,Brinjal,34,39 - 43,41 - 56,1kg
2024-06-29,Brinjal (Big),36,41 - 46,43 - 59,1kg
2024-06-29,Elephant Yam,39,45 - 50,47 - 64,1kg
2024-06-29,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-29,French Beans,121,139 - 154,145 - 200,1kg
2024-06-29,Garlic,236,271 - 300,283 - 389,1kg
2024-06-29,Ginger,138,159 - 175,166 - 228,1kg
2024-06-29,Onion Green,44,51 - 56,53 - 73,1kg
2024-06-29,Green Peas,42,48 - 53,50 - 69,1kg
2024-06-29,Ivy Gourd,32,37 - 41,38 - 53,1kg
2024-06-29,Lemon (Lime),101,116 - 128,121 - 167,1kg
2024-06-29,Mango Raw,35,40 - 44,42 - 58,1kg
2024-06-29,Mint Leaves,7,8 - 9,8 - 12,1kg
2024-06-29,Mushroom,77,89 - 98,92 - 127,1kg
2024-06-29,Mustard Leaves,18,21 - 23,22 - 30,1kg
2024-06-29,Ladies Finger,44,51 - 56,53 - 73,1kg
2024-06-29,Pumpkin,18,21 - 23,22 - 30,1kg
2024-06-29,Radish,36,41 - 46,43 - 59,1kg
2024-06-29,Ridge Gourd,43,49 - 55,52 - 71,1kg
2024-06-29,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg
2024-06-29,Snake Gourd,39,45 - 50,47 - 64,1kg
2024-06-29,Sorrel Leaves,14,16 - 18,17 - 23,1kg
2024-06-29,Spinach,14,16 - 18,17 - 23,1kg
2024-06-29,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-06-30,Onion Big,42,48 - 53,50 - 69,1kg
2024-06-30,Onion Small,60,69 - 76,72 - 99,1kg
2024-06-30,Tomato,55,63 - 70,66 - 91,1kg
2024-06-30,Green Chilli,65,75 - 83,78 - 107,1kg
2024-06-30,Beetroot,44,51 - 56,53 - 73,1kg
2024-06-30,Potato,37,43 - 47,44 - 61,1kg
2024-06-30,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-06-30,Amaranth Leaves,14,16 - 18,17 - 23,1kg
2024-06-30,Amla,70,81 - 89,84 - 116,1kg
2024-06-30,Ash gourd,18,21 - 23,22 - 30,1kg
2024-06-30,Baby Corn,47,54 - 60,56 - 78,1kg
2024-06-30,Banana Flower,16,18 - 20,19 - 26,1kg
2024-06-30,Capsicum,47,54 - 60,56 - 78,1kg
2024-06-30,Bitter Gourd,30,35 - 38,36 - 50,1kg
2024-06-30,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-06-30,Butter Beans,50,58 - 64,60 - 83,1kg
2024-06-30,Broad Beans,66,76 - 84,79 - 109,1kg
2024-06-30,Cabbage,31,36 - 39,37 - 51,1kg
2024-06-30,Carrot,46,53 - 58,55 - 76,1kg
2024-06-30,Cauliflower,27,31 - 34,32 - 45,1kg
2024-06-30,Cluster beans,45,52 - 57,54 - 74,1kg
2024-06-30,Coconut,38,44 - 48,46 - 63,1kg
2024-06-30,Colocasia Leaves,18,21 - 23,22 - 30,1kg
2024-06-30,Colocasia,28,32 - 36,34 - 46,1kg
2024-06-30,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-06-30,Corn,31,36 - 39,37 - 51,1kg
2024-06-30,Cucumber,30,35 - 38,36 - 50,1kg
2024-06-30,Curry Leaves,26,30 - 33,31 - 43,1kg
2024-06-30,Dill Leaves,10,12 - 13,12 - 17,1kg
2024-06-30,Drumsticks,120,138 - 152,144 - 198,1kg
2024-06-30,Brinjal,34,39 - 43,41 - 56,1kg
2024-06-30,Brinjal (Big),36,41 - 46,43 - 59,1kg
2024-06-30,Elephant Yam,39,45 - 50,47 - 64,1kg
2024-06-30,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-30,French Beans,121,139 - 154,145 - 200,1kg
2024-06-30,Garlic,236,271 - 300,283 - 389,1kg
2024-06-30,Ginger,138,159 - 175,166 - 228,1kg
2024-06-30,Onion Green,44,51 - 56,53 - 73,1kg
2024-06-30,Green Peas,42,48 - 53,50 - 69,1kg
2024-06-30,Ivy Gourd,32,37 - 41,38 - 53,1kg
2024-06-30,Lemon (Lime),101,116 - 128,121 - 167,1kg
2024-06-30,Mango Raw,35,40 - 44,42 - 58,1kg
2024-06-30,Mint Leaves,7,8 - 9,8 - 12,1kg
2024-06-30,Mushroom,77,89 - 98,92 - 127,1kg
2024-06-30,Mustard Leaves,18,21 - 23,22 - 30,1kg
2024-06-30,Ladies Finger,44,51 - 56,53 - 73,1kg
2024-06-30,Pumpkin,18,21 - 23,22 - 30,1kg
2024-06-30,Radish,36,41 - 46,43 - 59,1kg
2024-06-30,Ridge Gourd,43,49 - 55,52 - 71,1kg
2024-06-30,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg
2024-06-30,Snake Gourd,39,45 - 50,47 - 64,1kg
2024-06-30,Sorrel Leaves,14,16 - 18,17 - 23,1kg
2024-06-30,Spinach,14,16 - 18,17 - 23,1kg
2024-06-30,Sweet Potato,36,41 - 46,43 - 59,1kg
